city,city_ascii,state_id,state_name,county_fips,county_name,county_fips_all,county_name_all,lat,lng,population,density,source,military,incorporated,timezone,ranking,zips,id
Gibson,Gibson,NC,North Carolina,37165,Scotland,37165,Scotland,34.7595,-79.6069,507,200,polygon,FALSE,TRUE,America/New_York,3,28343,1840016501
East Arcadia,East Arcadia,NC,North Carolina,37017,Bladen,37017,Bladen,34.3816,-78.3231,473,81,polygon,FALSE,TRUE,America/New_York,3,28456,1840016563
Atlantic,Atlantic,NC,North Carolina,37031,Carteret,37031,Carteret,34.8823,-76.344,408,171,polygon,FALSE,FALSE,America/New_York,3,28511,1840025834
Lattimore,Lattimore,NC,North Carolina,37045,Cleveland,37045,Cleveland,35.3154,-81.6602,447,168,polygon,FALSE,TRUE,America/New_York,3,28089 28150,1840016330
Severn,Severn,NC,North Carolina,37131,Northampton,37131,Northampton,36.5142,-77.1893,246,93,polygon,FALSE,TRUE,America/New_York,3,27862 27877,1840017703
Royal Pines,Royal Pines,NC,North Carolina,37021,Buncombe,37021,Buncombe,35.4783,-82.5038,4829,686,polygon,FALSE,FALSE,America/New_York,3,28803 28704,1840013412
Murraysville,Murraysville,NC,North Carolina,37129,New Hanover,37129,New Hanover,34.2919,-77.8429,15111,677,polygon,FALSE,FALSE,America/New_York,3,28411,1840013631
Tyro,Tyro,NC,North Carolina,37057,Davidson,37057,Davidson,35.7997,-80.3765,4252,127,polygon,FALSE,FALSE,America/New_York,3,27299 27295,1840024912
Speed,Speed,NC,North Carolina,37065,Edgecombe,37065,Edgecombe,35.9684,-77.4444,75,102,polygon,FALSE,TRUE,America/New_York,3,27886 27881,1840017753
Seaboard,Seaboard,NC,North Carolina,37131,Northampton,37131,Northampton,36.4907,-77.4419,555,222,polygon,FALSE,TRUE,America/New_York,3,27876,1840017702
Walstonburg,Walstonburg,NC,North Carolina,37079,Greene,37079,Greene,35.5961,-77.698,211,200,polygon,FALSE,TRUE,America/New_York,3,27888,1840016314
Archdale,Archdale,NC,North Carolina,37151,Randolph,37151|37081,Randolph|Guilford,35.9034,-79.9592,11518,507,polygon,FALSE,TRUE,America/New_York,3,27370 27263,1840013399
Wallace,Wallace,NC,North Carolina,37061,Duplin,37061|37141,Duplin|Pender,34.7378,-77.9909,4389,493,polygon,FALSE,TRUE,America/New_York,3,28466,1840016471
China Grove,China Grove,NC,North Carolina,37159,Rowan,37159,Rowan,35.5718,-80.579,4202,461,polygon,FALSE,TRUE,America/New_York,3,28023,1840016264
Lasker,Lasker,NC,North Carolina,37131,Northampton,37131,Northampton,36.3502,-77.3058,109,37,polygon,FALSE,TRUE,America/New_York,3,27845,1840016040
Altamahaw,Altamahaw,NC,North Carolina,37001,Alamance,37001,Alamance,36.1868,-79.5051,332,94,polygon,FALSE,FALSE,America/New_York,3,27244 27202,1840013358
Elkin,Elkin,NC,North Carolina,37171,Surry,37171|37193,Surry|Wilkes,36.2621,-80.8443,6483,226,polygon,FALSE,TRUE,America/New_York,3,28621,1840016031
Powellsville,Powellsville,NC,North Carolina,37015,Bertie,37015,Bertie,36.2253,-76.9316,249,269,polygon,FALSE,TRUE,America/New_York,3,27924 27967,1840017737
Harrellsville,Harrellsville,NC,North Carolina,37091,Hertford,37091,Hertford,36.3016,-76.7918,100,133,polygon,FALSE,TRUE,America/New_York,3,27942,1840016047
Cashiers,Cashiers,NC,North Carolina,37099,Jackson,37099,Jackson,35.1116,-83.0976,64,23,polygon,FALSE,FALSE,America/New_York,3,28717,1840013442
Midland,Midland,NC,North Carolina,37025,Cabarrus,37025|37119,Cabarrus|Mecklenburg,35.245,-80.521,3615,132,polygon,FALSE,TRUE,America/New_York,3,28107,1840016362
New Bern,New Bern,NC,North Carolina,37049,Craven,37049,Craven,35.0955,-77.0723,50617,403,polygon,FALSE,TRUE,America/New_York,3,28560 28562 28561,1840014591
Chimney Rock Village,Chimney Rock Village,NC,North Carolina,37161,Rutherford,37161,Rutherford,35.4503,-82.255,116,13,polygon,FALSE,TRUE,America/New_York,3,28720,1840033006
Trinity,Trinity,NC,North Carolina,37151,Randolph,37151,Randolph,35.8756,-80.0093,6628,151,polygon,FALSE,TRUE,America/New_York,3,27370 27263 27360,1840015374
Richfield,Richfield,NC,North Carolina,37167,Stanly,37167,Stanly,35.4703,-80.2575,612,105,polygon,FALSE,TRUE,America/New_York,3,28137,1840017855
Brookford,Brookford,NC,North Carolina,37035,Catawba,37035,Catawba,35.7031,-81.3453,376,240,polygon,FALSE,TRUE,America/New_York,3,28602,1840015390
Orrum,Orrum,NC,North Carolina,37155,Robeson,37155,Robeson,34.4667,-79.0089,89,71,polygon,FALSE,TRUE,America/New_York,3,28369,1840016539
Seven Lakes,Seven Lakes,NC,North Carolina,37125,Moore,37125,Moore,35.2647,-79.5865,4512,207,polygon,FALSE,FALSE,America/New_York,3,27376,1840013443
Bayview,Bayview,NC,North Carolina,37013,Beaufort,37013,Beaufort,35.4414,-76.7928,247,90,polygon,FALSE,FALSE,America/New_York,3,27808,1840025806
Camden,Camden,NC,North Carolina,37029,Camden,37029,Camden,36.325,-76.17,779,190,polygon,FALSE,FALSE,America/New_York,3,27921,1840024899
Roseboro,Roseboro,NC,North Carolina,37163,Sampson,37163,Sampson,34.9536,-78.5121,1171,373,polygon,FALSE,TRUE,America/New_York,3,28382,1840017873
Seven Springs,Seven Springs,NC,North Carolina,37191,Wayne,37191,Wayne,35.2248,-77.8453,110,125,polygon,FALSE,TRUE,America/New_York,3,28578,1840017836
Mayodan,Mayodan,NC,North Carolina,37157,Rockingham,37157,Rockingham,36.421,-79.9675,4259,323,polygon,FALSE,TRUE,America/New_York,3,27027,1840016054
Northwest,Northwest,NC,North Carolina,37019,Brunswick,37019,Brunswick,34.3149,-78.1454,778,42,polygon,FALSE,TRUE,America/New_York,3,28451 28456,1840014706
Columbia,Columbia,NC,North Carolina,37177,Tyrrell,37177,Tyrrell,35.9201,-76.242,801,257,polygon,FALSE,TRUE,America/New_York,3,27925,1840016239
Sunbury,Sunbury,NC,North Carolina,37073,Gates,37073,Gates,36.4469,-76.6127,167,26,polygon,FALSE,FALSE,America/New_York,3,27979,1840025762
Bogue,Bogue,NC,North Carolina,37031,Carteret,37031,Carteret,34.698,-77.0311,700,98,polygon,FALSE,TRUE,America/New_York,3,28570,1840015497
Kenly,Kenly,NC,North Carolina,37101,Johnston,37101|37195,Johnston|Wilson,35.5886,-78.1368,1519,339,polygon,FALSE,TRUE,America/New_York,3,27542,1840016288
North Topsail Beach,North Topsail Beach,NC,North Carolina,37133,Onslow,37133,Onslow,34.4931,-77.4338,726,45,polygon,FALSE,TRUE,America/New_York,3,28460,1840016533
Lumberton,Lumberton,NC,North Carolina,37155,Robeson,37155,Robeson,34.6312,-79.0186,29047,458,polygon,FALSE,TRUE,America/New_York,3,28358 28360 28359,1840015531
Clyde,Clyde,NC,North Carolina,37087,Haywood,37087,Haywood,35.533,-82.9107,1282,570,polygon,FALSE,TRUE,America/New_York,3,28721,1840016296
Buxton,Buxton,NC,North Carolina,37055,Dare,37055,Dare,35.2608,-75.5392,1436,187,polygon,FALSE,FALSE,America/New_York,3,27920,1840025781
Enfield,Enfield,NC,North Carolina,37083,Halifax,37083,Halifax,36.1802,-77.6678,2476,743,polygon,FALSE,TRUE,America/New_York,3,27823,1840016063
Enochville,Enochville,NC,North Carolina,37159,Rowan,37159,Rowan,35.5205,-80.6646,2903,249,polygon,FALSE,FALSE,America/New_York,3,28081,1840013069
Scotch Meadows,Scotch Meadows,NC,North Carolina,37165,Scotland,37165,Scotland,34.689,-79.5179,666,754,polygon,FALSE,TRUE,America/New_York,3,28352,1840043083
Kill Devil Hills,Kill Devil Hills,NC,North Carolina,37055,Dare,37055,Dare,36.0167,-75.6699,20334,489,polygon,FALSE,TRUE,America/New_York,3,27948,1840016154
Lilesville,Lilesville,NC,North Carolina,37007,Anson,37007,Anson,34.9675,-79.9845,486,188,polygon,FALSE,TRUE,America/New_York,3,28091,1840016447
Gastonia,Gastonia,NC,North Carolina,37071,Gaston,37071,Gaston,35.2494,-81.1853,180974,572,polygon,FALSE,TRUE,America/New_York,2,28054 28056 28052,1840013468
Rennert,Rennert,NC,North Carolina,37155,Robeson,37155,Robeson,34.8141,-79.0791,381,133,polygon,FALSE,TRUE,America/New_York,3,28386,1840017908
James City,James City,NC,North Carolina,37049,Craven,37049,Craven,35.0592,-77.02,5882,294,polygon,FALSE,FALSE,America/New_York,3,28560 28562 28564,1840013471
Banner Elk,Banner Elk,NC,North Carolina,37011,Avery,37011,Avery,36.1587,-81.8679,1129,228,polygon,FALSE,TRUE,America/New_York,3,28604,1840015320
Porters Neck,Porters Neck,NC,North Carolina,37129,New Hanover,37129,New Hanover,34.2942,-77.7695,7483,533,polygon,FALSE,TRUE,America/New_York,3,28411,1840040293
Halifax,Halifax,NC,North Carolina,37083,Halifax,37083,Halifax,36.3255,-77.5901,211,178,polygon,FALSE,TRUE,America/New_York,3,27839,1840016064
Kenansville,Kenansville,NC,North Carolina,37061,Duplin,37061,Duplin,34.9596,-77.9661,840,153,polygon,FALSE,TRUE,America/New_York,3,28349,1840016466
Randleman,Randleman,NC,North Carolina,37151,Randolph,37151,Randolph,35.8165,-79.8066,4131,392,polygon,FALSE,TRUE,America/New_York,3,27317,1840014512
Black Creek,Black Creek,NC,North Carolina,37195,Wilson,37195,Wilson,35.6366,-77.9331,772,415,polygon,FALSE,TRUE,America/New_York,3,27813,1840015382
Hiddenite,Hiddenite,NC,North Carolina,37003,Alexander,37003,Alexander,35.9053,-81.086,361,87,polygon,FALSE,FALSE,America/New_York,3,28636,1840025788
Everetts,Everetts,NC,North Carolina,37117,Martin,37117,Martin,35.8347,-77.1723,144,123,polygon,FALSE,TRUE,America/New_York,3,27825 27892,1840016203
Rocky Mount,Rocky Mount,NC,North Carolina,37127,Nash,37127|37065,Nash|Edgecombe,35.9676,-77.8047,64732,476,polygon,FALSE,TRUE,America/New_York,3,27804 27803 27801 27815,1840014490
Swepsonville,Swepsonville,NC,North Carolina,37001,Alamance,37001,Alamance,36.0285,-79.355,1354,366,polygon,FALSE,TRUE,America/New_York,3,27253 27258,1840016145
Hampstead,Hampstead,NC,North Carolina,37141,Pender,37141,Pender,34.3627,-77.7318,5200,99,polygon,FALSE,FALSE,America/New_York,3,28443,1840025847
Ossipee,Ossipee,NC,North Carolina,37001,Alamance,37001,Alamance,36.1678,-79.5135,572,363,polygon,FALSE,TRUE,America/New_York,3,27244,1840016146
Greensboro,Greensboro,NC,North Carolina,37081,Guilford,37081,Guilford,36.0956,-79.8268,335588,869,polygon,FALSE,TRUE,America/New_York,2,27410 27235 27455 27214 27408 27409 27403 27401 27406 27407 27405 27402 27404 27411 27412 27413 27417 27420 27427 27429 27435 27438 27495 27497 27498 27499,1840013356
Deercroft,Deercroft,NC,North Carolina,37165,Scotland,37165,Scotland,34.9592,-79.4351,453,135,polygon,FALSE,TRUE,America/New_York,3,28396,1840043056
Alliance,Alliance,NC,North Carolina,37137,Pamlico,37137,Pamlico,35.1435,-76.8084,756,139,polygon,FALSE,TRUE,America/New_York,3,28515 28529 28509,1840015468
Conway,Conway,NC,North Carolina,37131,Northampton,37131,Northampton,36.4371,-77.2288,749,158,polygon,FALSE,TRUE,America/New_York,3,27820,1840016041
Washington,Washington,NC,North Carolina,37013,Beaufort,37013,Beaufort,35.5587,-77.0546,16138,451,polygon,FALSE,TRUE,America/New_York,3,27817 27889,1840015401
Weddington,Weddington,NC,North Carolina,37179,Union,37179|37119,Union|Mecklenburg,35.0228,-80.7383,10773,237,polygon,FALSE,TRUE,America/New_York,3,28104 28173,1840016459
Waco,Waco,NC,North Carolina,37045,Cleveland,37045,Cleveland,35.3617,-81.4287,312,153,polygon,FALSE,TRUE,America/New_York,3,28021 28169 28150,1840016337
Atkinson,Atkinson,NC,North Carolina,37141,Pender,37141,Pender,34.5275,-78.1697,345,134,polygon,FALSE,TRUE,America/New_York,3,28421,1840015547
Pleasant Garden,Pleasant Garden,NC,North Carolina,37081,Guilford,37081,Guilford,35.9595,-79.7598,4869,124,polygon,FALSE,TRUE,America/New_York,3,27406 27313,1840016142
Stoneville,Stoneville,NC,North Carolina,37157,Rockingham,37157,Rockingham,36.4653,-79.9064,1249,337,polygon,FALSE,TRUE,America/New_York,3,27048,1840016055
Cricket,Cricket,NC,North Carolina,37193,Wilkes,37193,Wilkes,36.1687,-81.1932,2035,219,polygon,FALSE,FALSE,America/New_York,3,28659,1840013336
Laurinburg,Laurinburg,NC,North Carolina,37165,Scotland,37165,Scotland,34.7596,-79.4781,20093,467,polygon,FALSE,TRUE,America/New_York,3,28352 28353,1840014631
Holly Springs,Holly Springs,NC,North Carolina,37183,Wake,37183,Wake,35.654,-78.8403,35223,834,polygon,FALSE,TRUE,America/New_York,3,27539 27540,1840016193
Sharpsburg,Sharpsburg,NC,North Carolina,37127,Nash,37127|37195|37065,Nash|Wilson|Edgecombe,35.8663,-77.8306,2017,766,polygon,FALSE,TRUE,America/New_York,3,27878,1840017746
Carthage,Carthage,NC,North Carolina,37125,Moore,37125,Moore,35.3223,-79.4116,2463,144,polygon,FALSE,TRUE,America/New_York,3,28327,1840016355
Delway,Delway,NC,North Carolina,37163,Sampson,37163,Sampson,34.8102,-78.2169,44,1,polygon,FALSE,FALSE,America/New_York,3,28458 28453,1840013077
Maury,Maury,NC,North Carolina,37079,Greene,37079,Greene,35.4792,-77.5902,1401,513,polygon,FALSE,FALSE,America/New_York,3,28554 28580,1840025813
Sneads Ferry,Sneads Ferry,NC,North Carolina,37133,Onslow,37133,Onslow,34.5564,-77.3824,2910,295,polygon,FALSE,FALSE,America/New_York,3,28460,1840013557
Scotland Neck,Scotland Neck,NC,North Carolina,37083,Halifax,37083,Halifax,36.1309,-77.4214,1899,617,polygon,FALSE,TRUE,America/New_York,3,27874,1840017705
Shannon,Shannon,NC,North Carolina,37155,Robeson,37155,Robeson,34.8477,-79.1395,343,129,polygon,FALSE,FALSE,America/New_York,3,28386,1840013560
Whitsett,Whitsett,NC,North Carolina,37081,Guilford,37081,Guilford,36.0784,-79.5721,621,92,polygon,FALSE,TRUE,America/New_York,3,27377 27249,1840016140
Star,Star,NC,North Carolina,37123,Montgomery,37123,Montgomery,35.3992,-79.7832,857,256,polygon,FALSE,TRUE,America/New_York,3,27356,1840016360
Raeford,Raeford,NC,North Carolina,37093,Hoke,37093,Hoke,34.9809,-79.2291,4934,444,polygon,FALSE,TRUE,America/New_York,3,28376,1840014612
Bermuda Run,Bermuda Run,NC,North Carolina,37059,Davie,37059,Davie,36.0032,-80.431,2593,439,polygon,FALSE,TRUE,America/New_York,3,27006,1840015357
Jackson,Jackson,NC,North Carolina,37131,Northampton,37131,Northampton,36.3901,-77.4193,466,178,polygon,FALSE,TRUE,America/New_York,3,27845,1840016039
Calabash,Calabash,NC,North Carolina,37019,Brunswick,37019,Brunswick,33.8945,-78.5571,2158,249,polygon,FALSE,TRUE,America/New_York,3,28467 28468,1840015580
Edneyville,Edneyville,NC,North Carolina,37089,Henderson,37089,Henderson,35.4025,-82.3371,2128,76,polygon,FALSE,FALSE,America/New_York,3,28792 28727,1840024954
Mooresville,Mooresville,NC,North Carolina,37097,Iredell,37097,Iredell,35.5849,-80.8266,37820,597,polygon,FALSE,TRUE,America/New_York,3,28117 28115,1840016215
Summerfield,Summerfield,NC,North Carolina,37081,Guilford,37081,Guilford,36.1973,-79.8999,11198,163,polygon,FALSE,TRUE,America/New_York,3,27358,1840016139
Simpson,Simpson,NC,North Carolina,37147,Pitt,37147,Pitt,35.5752,-77.2789,483,500,polygon,FALSE,TRUE,America/New_York,3,27858 27879,1840017788
